Date,nasdaq100_UH,us500_Hx2,kbond20y,kodex200x2,usdkrwx2
1999-08-10,11119.840001359564,9450.89140872895,13817.535159177063,8449.340238437711,8929.248865933278
1999-08-11,11544.384827531196,9752.639879447615,13790.591724290363,8020.129466833301,8966.37665686632
1999-08-12,11436.142338924355,9695.500214922551,13763.744328310371,8109.286752351972,9019.255677966496
1999-08-13,11900.22412945967,10135.795417241245,13736.992578474425,7564.266769190188,8997.445332063557
1999-08-16,11926.319548196168,10182.29058212396,13643.719101122404,7397.423203349708,8990.611940812338
1999-08-17,12076.6046199527,10386.50913938385,13617.372286438109,6849.48812355074,9028.621591805191
1999-08-18,11943.57495465638,10210.865017228,13591.11908969382,6774.528642883747,8984.329347307785
1999-08-19,11710.451545973516,10068.44799385297,13564.959129970488,6809.133530711146,8932.671454822132
1999-08-20,11906.812973089323,10265.85336568676,13538.892028221046,6921.5158515054245,8948.20970537672
1999-08-23,12245.385610535268,10627.834532692512,13447.648138404533,7540.295129657955,8911.56465610708
1999-08-24,12352.952508978991,10678.373415656875,13421.974671793858,7783.669751746367,8927.084811731696
1999-08-25,12567.29109280705,10964.133235329524,13396.392103741466,8294.023905786282,8823.44278825279
1999-08-26,12334.175014029048,10649.495140167228,13370.900066589253,8239.885744403922,8809.26238743816
1999-08-27,12176.636949618896,10433.911987844123,13345.498194478329,8246.360798774693,8691.497501861038
1999-08-30,12010.969571299396,10057.87919200476,13256.227317291694,7943.470855347408,8714.168633898134
1999-08-31,12127.202744962577,10002.354388885173,13231.208155320875,7864.043021193339,8663.271496442807
1999-09-01,12209.262921714526,10163.181305773844,13206.277265162007,7320.996917232786,8722.599468827582
1999-09-02,12203.017201342804,9979.858783696864,13240.56777957402,7214.736712043702,8804.225968090097
1999-09-03,12795.655110554588,10556.1382852397,13274.954418316796,7401.3886762408765,8819.651859807294
1999-09-06,12811.770545202642,10556.1382852397,13365.004383981646,7932.554538494955,8842.497582697837
1999-09-07,12746.45005096682,10449.805063415164,13399.7430222526,7943.950908141587,8857.959374293097
1999-09-08,12566.935934065075,10351.602231967758,13434.5792331647,7825.918126824695,8873.435754506956
